prompt,file_flux_url,file_dalle_url,category
"evocative digital painting, melting polar ice caps and rising sea levels, stark reminder of climate change, Al Gore meets Zaria Forman, high-resolution artwork",https://storage.googleapis.com/z-image-seed-comparison/20251214-225744_evocative-digital-painting-melting-polar-ice-caps-and-rising-sea-levels-stark-reminder-of-climate-change-al-gore-meets-zaria-forman-high-resolution-artwork.webp,https://storage.googleapis.com/z-image-seed-comparison/20251215-151020_evocative-digital-painting-melting-polar-ice-caps-and-rising-sea-levels-stark-reminder-of-climate-change-al-gore-meets-zaria-forman-high-resolution-artwork.webp
"powerful acrylic painting, deforestation and wildlife habitat loss, urgent call for environmental conservation, Jane Goodall meets Banksy, thought-provoking artwork on canvas",https://storage.googleapis.com/z-image-seed-comparison/20251214-225757_powerful-acrylic-painting-deforestation-and-wildlife-habitat-loss-urgent-call-for-environmental-conservation-jane-goodall-meets-banksy-thought-provoking-artwork-on-canvas.webp,https://storage.googleapis.com/z-image-seed-comparison/20251215-151034_powerful-acrylic-painting-deforestation-and-wildlife-habitat-loss-urgent-call-for-environmental-conservation-jane-goodall-meets-banksy-thought-provoking-artwork-on-canvas.webp
"poignant oil painting, scenes of natural disasters and human impact, a plea for climate action, Greta Thunberg meets J.M.W. Turner, emotive artwork on canvas",https://storage.googleapis.com/z-image-seed-comparison/20251214-225810_poignant-oil-painting-scenes-of-natural-disasters-and-human-impact-a-plea-for-climate-action-greta-thunberg-meets-j-m-w-turner-emotive-artwork-on-canvas.webp,https://storage.googleapis.com/z-image-seed-comparison/20251215-151046_poignant-oil-painting-scenes-of-natural-disasters-and-human-impact-a-plea-for-climate-action-greta-thunberg-meets-j-m-w-turner-emotive-artwork-on-canvas.webp
"futuristic digital painting, merging of human consciousness with artificial intelligence, exploration of the singularity, Ray Kurzweil meets H.R. Giger, high-resolution artwork",https://storage.googleapis.com/z-image-seed-comparison/20251214-225823_futuristic-digital-painting-merging-of-human-consciousness-with-artificial-intelligence-exploration-of-the-singularity-ray-kurzweil-meets-h-r-giger-high-resolution-artwork.webp,https://storage.googleapis.com/z-image-seed-comparison/20251215-151059_futuristic-digital-painting-merging-of-human-consciousness-with-artificial-intelligence-exploration-of-the-singularity-ray-kurzweil-meets-h-r-giger-high-resolution-artwork.webp
"intriguing acrylic painting, cyborgs and AI interacting with humans, examining the ethics of technology, Isaac Asimov meets Masamune Shirow, thought-provoking artwork on canvas",https://storage.googleapis.com/z-image-seed-comparison/20251214-225835_intriguing-acrylic-painting-cyborgs-and-ai-interacting-with-humans-examining-the-ethics-of-technology-isaac-asimov-meets-masamune-shirow-thought-provoking-artwork-on-canvas.webp,https://storage.googleapis.com/z-image-seed-comparison/20251215-151111_intriguing-acrylic-painting-cyborgs-and-ai-interacting-with-humans-examining-the-ethics-of-technology-isaac-asimov-meets-masamune-shirow-thought-provoking-artwork-on-canvas.webp
"captivating digital painting, virtual reality world blending with physical reality, exploration of the metaverse, Ready Player One meets Inception, high-resolution artwork",https://storage.googleapis.com/z-image-seed-comparison/20251214-225848_captivating-digital-painting-virtual-reality-world-blending-with-physical-reality-exploration-of-the-metaverse-ready-player-one-meets-inception-high-resolution-artwork.webp,https://storage.googleapis.com/z-image-seed-comparison/20251215-151124_captivating-digital-painting-virtual-reality-world-blending-with-physical-reality-exploration-of-the-metaverse-ready-player-one-meets-inception-high-resolution-artwork.webp
"bold digital painting, diverse group of individuals celebrating their unique identities, embracing inclusivity and acceptance, Human Rights Campaign meets Kehinde Wiley, high-resolution artwork",https://storage.googleapis.com/z-image-seed-comparison/20251214-225901_bold-digital-painting-diverse-group-of-individuals-celebrating-their-unique-identities-embracing-inclusivity-and-acceptance-human-rights-campaign-meets-kehinde-wiley-high-resolution-artwork.webp,https://storage.googleapis.com/z-image-seed-comparison/20251215-151137_bold-digital-painting-diverse-group-of-individuals-celebrating-their-unique-identities-embracing-inclusivity-and-acceptance-human-rights-campaign-meets-kehinde-wiley-high-resolution-artwork.webp
"expressive oil painting, powerful protest scene advocating for social justice and equality, Black Lives Matter meets Guernica, thought-provoking artwork on canvas",https://storage.googleapis.com/z-image-seed-comparison/20251214-225914_expressive-oil-painting-powerful-protest-scene-advocating-for-social-justice-and-equality-black-lives-matter-meets-guernica-thought-provoking-artwork-on-canvas.webp,https://storage.googleapis.com/z-image-seed-comparison/20251215-151149_expressive-oil-painting-powerful-protest-scene-advocating-for-social-justice-and-equality-black-lives-matter-meets-guernica-thought-provoking-artwork-on-canvas.webp
"poignant digital painting, representation of gender fluidity and non-binary identities, challenging societal norms, Genderqueer meets Frida Kahlo, high-resolution artwork",https://storage.googleapis.com/z-image-seed-comparison/20251214-225926_poignant-digital-painting-representation-of-gender-fluidity-and-non-binary-identities-challenging-societal-norms-genderqueer-meets-frida-kahlo-high-resolution-artwork.webp,https://storage.googleapis.com/z-image-seed-comparison/20251215-151202_poignant-digital-painting-representation-of-gender-fluidity-and-non-binary-identities-challenging-societal-norms-genderqueer-meets-frida-kahlo-high-resolution-artwork.webp
"vibrant acrylic painting, bustling cityscape with cultural landmarks from around the world, showcasing globalization, Eiffel Tower meets Great Wall of China, mesmerizing artwork on canvas",https://storage.googleapis.com/z-image-seed-comparison/20251214-225939_vibrant-acrylic-painting-bustling-cityscape-with-cultural-landmarks-from-around-the-world-showcasing-globalization-eiffel-tower-meets-great-wall-of-china-mesmerizing-artwork-on-canvas.webp,https://storage.googleapis.com/z-image-seed-comparison/20251215-151214_vibrant-acrylic-painting-bustling-cityscape-with-cultural-landmarks-from-around-the-world-showcasing-globalization-eiffel-tower-meets-great-wall-of-china-mesmerizing-artwork-on-canvas.webp
